n_components,metric,n_jobs,logdir,algorithm,n_neighbors,steps,min_dist,offset_left,offset_right
n_components,metric,n_jobs,logdir,algorithm,n_neighbors,steps,min_dist,offset_left,offset_right,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,5,0,[0.47319559 0.56004681 0.3053992 ],[0.71335027 0.55019824 0.57856223],[0.30786812 0.28692272 0.13364387],[0.10491608 0.11971346 0.02597941],25,-0.4908158966537473,0.5576379895210266,-0.023693967929053095,-0.5207352761928928,0.5703177452087402,-0.49663800999937213,"[0.6697183889447027, 0.572535175145108, 0.8601874440810509, 0.39991061440582, 0.8374545172200187, 0.3543713910219065, 0.3773886620042, 0.7862702754386741, 0.7585026835144424]","[0.6454225733464216, 0.5366331962682259, 0.8693883325021856, 0.37416584342657866, 0.8524807810414523, 0.3904499581887544, 0.3890041324739655, 0.7746275801460566, 0.7595704690209888]","[0.7288733998335797, 0.610380736207119, 0.8591242741901324, 0.42250683331306443, 0.841721349907703, 0.3602684667953821, 0.4298627301574843, 0.8025693201411188, 0.8096188477457908]","[0.6802175110273819, 0.6252734812657854, 0.8270307072825521, 0.4347164368929202, 0.7923377069240973, 0.33299371658914867, 0.3508332820921693, 0.7735234049627114, 0.7120517896858394]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,5,0,[0.86621286 0.28228332 0.36953824],[0.85615821 0.29332729 0.64113373],[0.62187969 0.06671293 0.13218272],[0.59078966 0.36888729 0.01175854],16,-0.1958269497540334,0.42237162590026855,-0.09310940169439141,-0.015332503684529689,0.3855852484703064,0.03381200956162367,"[0.9666545855854399, 0.9669997545124718, 0.9683843341442702, 0.9663460074073531, 0.9654492352390007, 0.9671713487931857, 0.9678811973429858, 0.9666196783229564, 0.9664910090071793]","[0.9702955852854835, 0.9712164664432477, 0.9717152457379482, 0.9716205335980741, 0.9692429682899482, 0.9722347075467177, 0.9732601231344749, 0.9697373294085125, 0.9711536441024806]","[0.9549366499658963, 0.9494866789520333, 0.9550687499457571, 0.9493277539673686, 0.9438673699762239, 0.946149185532942, 0.950009792822079, 0.9560071848289526, 0.9472226278770203]","[0.9596571997038306, 0.9616158642424899, 0.9634251459252644, 0.9573939192633133, 0.963258424825364, 0.9610685468721774, 0.9591838341669823, 0.9605117103951402, 0.9604379208891581]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,6,0,[0.4243783  0.56948762 0.76006836],[0.37608493 0.76032236 0.79144957],[0.17243416 0.48742125 0.59713344],[0.24281844 0.04808862 0.42732551],25,0.38808592886255616,0.11671362817287445,0.5899825477067997,0.5129709853448978,0.11766904592514038,0.7133351066690532,"[0.9868522291183197, 0.9908505953242694, 0.9883650036080194, 0.9870316712116061, 0.9906223108662768, 0.9879568814273155, 0.9885520741303332, 0.9894709475006488, 0.992022544319065]","[0.9868160191044391, 0.989055063167297, 0.9876852664990645, 0.9857279364369187, 0.989277516571472, 0.9867742224786922, 0.9868765275300395, 0.9882221061820495, 0.9910834343318485]","[0.9787861084464942, 0.9909066897821283, 0.9874457004246093, 0.9876646224523553, 0.990281246258394, 0.9861988985302568, 0.9900899936047256, 0.989162216520613, 0.9922462113729011]","[0.992242168434613, 0.9962475620406354, 0.9908459385674951, 0.9905783289929255, 0.9949541143916594, 0.9927645249072965, 0.9927377471614796, 0.9933640554976088, 0.9945924470002174]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,6,0,[0.49108872 0.55893655 0.31962985],[0.47653377 0.58854776 0.35181989],[0.19500844 0.13877996 0.07166986],[0.42433025 0.02952406 0.28447112],25,-0.31265406101184595,0.2868930697441101,0.13710099543015342,-0.29140282192237715,0.33030790090560913,0.07911972491356223,"[0.9187877969921825, 0.4512860138174346, 0.8759724039053622, 0.8917258885269861, 0.5193959576179108, 0.9046847992554622, 0.5876993948509791, 0.8469840318810893, 0.8458057351333079]","[0.9172338055255642, 0.45930510709384104, 0.8677042192956149, 0.8862226573651383, 0.5269379413656694, 0.9036164725891211, 0.5869583016627846, 0.8450842490037576, 0.8491374360559965]","[0.9314642717229867, 0.4281865137779388, 0.9185175658348141, 0.9142489561905107, 0.5037722268822625, 0.9314051857242728, 0.6155099898765446, 0.8839296603881872, 0.8973201466703141]","[0.9161175628863693, 0.43112143331569663, 0.8692908788011995, 0.8930805143494946, 0.5000788605059376, 0.8902339933279391, 0.5585876572999102, 0.8245849704109457, 0.7983901746136934]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,6,0,[0.26799101 0.43982999 0.2076988 ],[0.64061022 0.41304149 0.60267942],[0.17191948 0.12746806 0.12240508],[0.02530573 0.02829211 0.02637582],25,-0.503695752985949,0.5429259538650513,-0.013213356508972707,-0.49969115277921167,0.5655397772789001,-0.42178380695605866,"[0.44523499426522195, 0.4884362614192557, 0.4023805540994268, 0.48808320247474624, 0.4136090655793244, 0.3836492183138597, 0.617929815350534, 0.38244017706706135, 0.40627993629099546]","[0.4630767595200236, 0.48994298136527636, 0.4294241077259548, 0.4487133951957908, 0.4631819184209136, 0.4088273716422577, 0.6600515505039989, 0.3764600943843581, 0.4334450431340924]","[0.5240699102815431, 0.5293034946684179, 0.4570187984520655, 0.5160588965301414, 0.49096658430895035, 0.4206009633988596, 0.6731606457144308, 0.4066333664296284, 0.4669332206055895]","[0.4042683918576844, 0.48176765582028214, 0.40241270012382574, 0.5116171493777277, 0.3485740730358247, 0.3868052388643105, 0.5209005627518649, 0.4096947815674893, 0.37690808169431184]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,6,0,[0.84320999 0.24720874 0.20504636],[0.85730584 0.23315228 0.59011452],[0.59851368 0.02070672 0.12020204],[0.48413699 0.19964203 0.03021266],16,-0.18081512293438484,0.4011070728302002,0.022632670970135993,-0.13236088809153135,0.3764018416404724,0.07092659729702488,"[0.9659487392243572, 0.9668468349140127, 0.9676432530328734, 0.9670080705740158, 0.9669920382557532, 0.9671771553426132, 0.9691544561724417, 0.9688103627180644, 0.9689088603738661]","[0.971513998678093, 0.970787999328059, 0.9694981868879109, 0.9719825902213926, 0.9714611935808067, 0.9722487309406829, 0.9745181085474505, 0.9735116742770012, 0.9742191941652366]","[0.9474677363871543, 0.9459984212876544, 0.95624586573327, 0.9443263403309727, 0.9429852478799767, 0.946126957591882, 0.9525276165914568, 0.9488437125013384, 0.9544486232046345]","[0.9571371332071208, 0.963806488567843, 0.9663638154686521, 0.9623687561812995, 0.9648415990650646, 0.9610863919430392, 0.9600357253238396, 0.9638183543651098, 0.9590352136404299]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,3,2,[0.45093605 0.44558542 0.80656674],[0.48340337 0.33545584 0.74709011],[0.15044585 0.33700004 0.80078554],[0.17057198 0.45311067 0.73927794],25,-0.0037215602775581003,0.15172456204891205,0.6765803743429556,0.23738618844378886,0.14080370962619781,0.6674995572480134,"[0.9902237979555504, 0.98674148224748, 0.9899659905856756, 0.989706729017416, 0.9899689890960393, 0.987019910029537, 0.9931199398187476, 0.988976303155158, 0.9884998809915349]","[0.991418532737008, 0.988436838380033, 0.9918291191084185, 0.9905196557184239, 0.9906339203535482, 0.9876686781753583, 0.9943676869093403, 0.9904493360489122, 0.9899035774060845]","[0.9824278439659511, 0.9762973216507183, 0.9786911277919039, 0.9845392699833349, 0.9852371745041515, 0.9833554132348234, 0.9849166629958892, 0.9806864293060216, 0.9801164435805134]","[0.9918301457452852, 0.988428187439441, 0.9919636256821687, 0.9907557650287918, 0.9907845612611413, 0.987270484816048, 0.9951989398617401, 0.9900159641526732, 0.9896526570315567]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,3,2,[0.33387831 0.33535004 0.26931952],[0.36792022 0.32051525 0.30593801],[0.13785868 0.14175608 0.10107281],[0.24477562 0.09466528 0.20670254],25,-0.31982432201340566,0.26032668352127075,0.3303191492671751,-0.056229432268499746,0.22378769516944885,0.44926385719735085,"[0.9221192953808948, 0.5593148044740262, 0.9412475632123427, 0.6017442214822654, 0.9390579805040008, 0.8973162164777027, 0.6958689031420151, 0.9492688498020252, 0.9432069572527997]","[0.9340137083976304, 0.5464421357588591, 0.9406652931484336, 0.590229940251783, 0.9343191307676093, 0.9136502491583152, 0.6939065893192109, 0.9439518202087439, 0.9338680173073493]","[0.9157287556447126, 0.5311404452622992, 0.8945429547022894, 0.5720593489656642, 0.9558673356676293, 0.8159135209324868, 0.6496840968848724, 0.9603376732808909, 0.9640556378656098]","[0.8792141624226884, 0.6053381120158468, 0.9663478040546476, 0.646065449049634, 0.9441451162812287, 0.882160558784149, 0.7182744877730509, 0.9590793490299031, 0.9617152429137037]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,3,2,[0.41746143 0.28541749 0.40249503],[0.24956456 0.29517423 0.23145176],[0.36620269 0.11247413 0.34975873],[0.45879848 0.08785508 0.37786409],16,-0.6403791129505377,0.573555588722229,0.008616132966063672,-0.5950274514584163,0.6350512504577637,-0.16502253563403113,"[0.5668957895834551, 0.6654428369099248, 0.37435941463530975, 0.4439347260161598, 0.3508168941138271, 0.4197147416614058, 0.4118426848404279, 0.4274779249715948, 0.50048861747172]","[0.5487598633192745, 0.6318302944972447, 0.3643486592785387, 0.438900230578035, 0.34370060301707595, 0.425976969903069, 0.42102154553491933, 0.423385986438589, 0.4904722616967367]","[0.66873682919938, 0.8065144396692797, 0.4665875596803943, 0.5098029075191426, 0.43412343682142124, 0.46251786108014115, 0.4341150130483781, 0.4916395907096049, 0.5626408842194724]","[0.5734548736024779, 0.7094646720232156, 0.4017846815842681, 0.454062957197881, 0.3647696158893495, 0.3854957765667964, 0.3729334862934677, 0.44502690171332215, 0.5216897966704699]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,3,2,[0.86341707 0.37600989 0.34341876],[0.82572505 0.36302823 0.1951474 ],[0.84760875 0.09789145 0.37777876],[0.73720286 0.15372233 0.3798398 ],25,0.1689761520835055,0.36350515484809875,0.10155460795022886,0.15946604562446923,0.402802437543869,0.15107137897415723,"[0.966635241320962, 0.9669672466998799, 0.969016775565429, 0.9691266389575309, 0.9662697480783082, 0.9668625625536114, 0.9703056170437634, 0.9726664410518737, 0.9693730242797017]","[0.9615503483273931, 0.961448067415307, 0.9644817610628647, 0.9653016339841425, 0.961720182649574, 0.9610536850028458, 0.9667809418167992, 0.9704372656501687, 0.9652666226698324]","[0.983912531091921, 0.9864615931327305, 0.9881570492502725, 0.9856240944483261, 0.9837406342620705, 0.986611427656551, 0.9853505509840956, 0.9860261891453763, 0.9846008470126251]","[0.9791989799170808, 0.9799962989953267, 0.9761224490113082, 0.9749266193852586, 0.9746702334455242, 0.9809488843461471, 0.9756842228872712, 0.9711034756599277, 0.9781689487041674]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,4,2,[0.47756483 0.69021488 0.76255126],[0.42308292 0.57187771 0.69473839],[0.17114553 0.61031911 0.8111926 ],[0.31365616 0.74272416 0.73117413],25,0.08529729905795287,0.13647311925888062,0.7107301018125565,0.2751676664607556,0.1280614733695984,0.7095555175843558,"[0.9867800910326132, 0.989047400029001, 0.9898893965372939, 0.9897172250584682, 0.9894077758588017, 0.9905755187434424, 0.9906055452456864, 0.9912151779527171, 0.9906517892652005]","[0.9880176562474028, 0.9904083808191404, 0.9913319511719224, 0.990555964129318, 0.9915500688711474, 0.9910518201831261, 0.9923901266660395, 0.9925608657015066, 0.9925285776521231]","[0.9798080138107966, 0.9811823753624125, 0.9833402681141403, 0.9844857583066988, 0.9808507220152078, 0.9845226587038038, 0.9814133303485931, 0.9858743589694537, 0.9808320923687786]","[0.9870123511439268, 0.9893023985342895, 0.9888493453719135, 0.9907262271854865, 0.9875689825245874, 0.9940240921260517, 0.9910207129720061, 0.9891528647387047, 0.9907300121929938]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,4,2,[0.4346311  0.74021998 0.26231033],[0.46329187 0.62994367 0.28244803],[0.13111243 0.34988944 0.05019448],[0.3165774  0.55653419 0.19368671],25,-0.25085789300483463,0.2980021834373474,0.2543856295387604,-0.0920351529906025,0.24306988716125488,0.42384072220859736,"[0.6096993089450342, 0.9423236114566609, 0.5769747614788194, 0.5857652531895914, 0.5942088820240249, 0.5594982227014071, 0.43896875948597336, 0.5869805495865121, 0.5552165803258126]","[0.615681004300632, 0.9403381296042336, 0.5722701067571883, 0.5734869942445922, 0.5869002339891831, 0.5692890973583283, 0.44161498403845745, 0.5763450514811321, 0.5425455862352246]","[0.5515201790674884, 0.9361259499608933, 0.4717606518035759, 0.527227104033799, 0.520109805440802, 0.4019588854705936, 0.4128406795804308, 0.5449650302194871, 0.5288121636463348]","[0.602813882643627, 0.9519213498044904, 0.6355250435833983, 0.643132776821477, 0.640524854723429, 0.592210153709213, 0.4578696519285535, 0.6346047438171915, 0.6100975586066683]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,4,2,[0.4255235  0.49295989 0.24931775],[0.29410941 0.35418555 0.09676479],[0.4596497  0.20771255 0.31704034],[0.73160962 0.40582943 0.67180013],25,-0.46336021535475364,0.515154242515564,0.0343645320075735,-0.36965642353576844,0.60157710313797,-0.14750182643460175,"[0.6665928519843378, 0.5420294286131737, 0.8373943886649948, 0.4464657033835, 0.8412124430648064, 0.3520134704541545, 0.40257418127320566, 0.7563789155461113, 0.7687885876911844]","[0.6850573559557249, 0.5549323378128164, 0.827140816031545, 0.464858894381218, 0.8322269754829283, 0.33714753196185815, 0.4100437248630299, 0.7622902004611133, 0.7768544810814233]","[0.6129154656621021, 0.4917587582191652, 0.8684413668558082, 0.43272877472059096, 0.8687526276090832, 0.43381138020407733, 0.4324564697663038, 0.7484726032233979, 0.7502597135984135]","[0.6445968591016402, 0.5461487325482015, 0.8483381584403286, 0.4161597660422097, 0.8503763513267961, 0.3938740741744209, 0.38595329082117164, 0.7391558837979588, 0.7501109879433112]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,4,2,[0.85333132 0.28609107 0.33898493],[0.79473599 0.27596756 0.20100232],[0.8624663  0.06992569 0.40229596],[0.7452507  0.20795871 0.67286727],25,0.19078736231890678,0.35478758811950684,0.14627880816428618,0.16067330537865054,0.3884482979774475,0.1810048721103794,"[0.9665095762841076, 0.969234004557173, 0.9651290493008211, 0.9691897899592554, 0.9654161637865387, 0.9668660610704798, 0.9707802884522995, 0.9725073383591583, 0.9672470180044916]","[0.9629157916525859, 0.9654376270748009, 0.9611553332955145, 0.9653665627859087, 0.9630024676622184, 0.9623602379778842, 0.9672679951779333, 0.9698192173189251, 0.9629758533730564]","[0.9833754360687547, 0.985687079355779, 0.9827211484194577, 0.9856848932282511, 0.9777196886172446, 0.987270254704986, 0.9862837623840299, 0.9873153330095221, 0.9854099943003138]","[0.9709122927148328, 0.9751027976616924, 0.9709941365363862, 0.974955103389748, 0.9668254495517368, 0.9729305249133979, 0.9758392720717406, 0.9726765710145626, 0.9737695487687303]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,4,1,[0.08200428 0.60830185 0.78445029],[0.05061396 0.50264965 0.7719248 ],[0.31988118 0.61997391 0.70415298],[0.04426492 0.55093938 0.72255318],16,0.17844021938612017,0.14271993935108185,0.5326601517410581,0.43805573181476715,0.12295198440551758,0.6185456601811445,"[0.9867800910326132, 0.989047400029001, 0.9898893965372939, 0.9897172250584682, 0.9894077758588017, 0.9905755187434424, 0.9906055452456864, 0.9912151779527171, 0.9906517892652005]","[0.9857056120342711, 0.9883689202058042, 0.9882082722413603, 0.9890329696012095, 0.9890913913246113, 0.9914175362773758, 0.9899094096793564, 0.9901284326684318, 0.9897701612371528]","[0.9832675558982561, 0.9842814477411574, 0.9891665495246234, 0.9877577914072779, 0.9849811375805093, 0.9839537239389171, 0.9911626197371054, 0.9895760332836787, 0.9884994060989312]","[0.9931206717895869, 0.9948805086063417, 0.9960065632854048, 0.9935372688314414, 0.9938170045981163, 0.992956101639014, 0.9923323437519038, 0.9960188163613326, 0.995158283830462]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,4,1,[0.07234186 0.33663546 0.11707401],[0.06718494 0.35127468 0.07744724],[0.27267448 0.17677619 0.37456012],[0.08106517 0.27992306 0.07817186],16,0.05140476253535098,0.20637810230255127,0.2827499684422796,0.03438653813196524,0.24594712257385254,0.3960817489041851,"[0.6096993089450342, 0.9423236114566609, 0.5769747614788194, 0.5857652531895914, 0.5942088820240249, 0.5594982227014071, 0.43896875948597336, 0.5869805495865121, 0.5552165803258126]","[0.5994432795055308, 0.9405537300413793, 0.5742287808920036, 0.5795319115728572, 0.5918308858455583, 0.5440921794937645, 0.44502105661635755, 0.5861408881915509, 0.5508140604371898]","[0.6898697847173552, 0.9386274171193874, 0.6557909836576502, 0.6666161063459453, 0.6579304762610765, 0.626729242754996, 0.4649360080410328, 0.6515044669633062, 0.6323755857350183]","[0.5987633202477309, 0.950115968727263, 0.5419832002768318, 0.5626119521033532, 0.5676584999062773, 0.574971961330998, 0.4069615747093945, 0.554948110866724, 0.528728133912176]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,4,1,[0.56192986 0.09268214 0.28797212],[0.47601032 0.09437831 0.20391718],[0.65579469 0.22221917 0.44760485],[0.54713439 0.0911985  0.31722408],25,-0.3480755550589781,0.45796525478363037,0.08982754511000779,-0.3784329758131912,0.4400101900100708,0.1074615339154279,"[0.6665928519843378, 0.5420294286131737, 0.8373943886649948, 0.4464657033835, 0.8412124430648064, 0.3520134704541545, 0.40257418127320566, 0.7563789155461113, 0.7687885876911844]","[0.6738916448226222, 0.5511882103304016, 0.8308040872438085, 0.4562201751516743, 0.836602832953403, 0.3473936663121889, 0.3964102483813366, 0.7522896164362961, 0.7635673785278287]","[0.6437017017916935, 0.4890936204611506, 0.8482724646038173, 0.3790624678992456, 0.8244847108672215, 0.3612997283675603, 0.44613979926939706, 0.7628230142051231, 0.8022331129995086]","[0.6480080214067899, 0.5281032946958026, 0.8759868634539199, 0.45072423324218597, 0.8870257882952521, 0.39731055037141727, 0.437290102284727, 0.7796445021998644, 0.7798729365893626]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,4,1,[0.8549469  0.14710783 0.44637305],[0.80751032 0.10410404 0.34924266],[0.7559875  0.29353974 0.51604655],[0.75769486 0.12608131 0.39759084],25,-0.06341462052120073,0.44987285137176514,0.12817255952988582,-0.097793017212868,0.4361587464809418,0.025830774291936476,"[0.9665095762841076, 0.969234004557173, 0.9651290493008211, 0.9691897899592554, 0.9654161637865387, 0.9668660610704798, 0.9707802884522995, 0.9725073383591583, 0.9672470180044916]","[0.9662257313231424, 0.969927897386893, 0.9654188199651171, 0.9680515725216756, 0.9639836706678642, 0.9672527983459471, 0.9696742852605161, 0.9727606251442613, 0.9652893017664045]","[0.9683952789875383, 0.9619014702352529, 0.9646271888385893, 0.9683981075798355, 0.9671154945044187, 0.9653887933375408, 0.9727737632111126, 0.9733576262232461, 0.9672495968050847]","[0.9640344120735451, 0.972196491170825, 0.963549847685033, 0.972026073138271, 0.9666837138028326, 0.9657403734819561, 0.9707694050606233, 0.970005939832894, 0.9711828913323415]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,5,1,[0.34981505 0.50277453 0.7536628 ],[0.29706589 0.42853855 0.72978253],[0.28107522 0.43970112 0.66060094],[0.27134304 0.42756725 0.71941635],25,0.25241450800680515,0.13047873973846436,0.5730067000066192,0.5199760186076908,0.11263244599103928,0.6692997733460875,"[0.9918640315789156, 0.9887690044228137, 0.9919150287412292, 0.9899707184014707, 0.9894227425914233, 0.9879685396620448, 0.9921327553795931, 0.9891781676169107, 0.9904915508574363]","[0.9919803684400934, 0.9878499720632268, 0.9905397702816978, 0.9905132948068643, 0.9891066651762193, 0.9872283896678073, 0.992663803114699, 0.98866423796963, 0.989563361134649]","[0.9864294057067833, 0.9865780904114936, 0.9911839641741742, 0.9815432318509766, 0.9850489707989085, 0.9863337726405643, 0.9844881059732751, 0.986933671982061, 0.9898005340308643]","[0.99570376420445, 0.9935300933103031, 0.997017789193509, 0.99455211996065, 0.9938032726013746, 0.9916758833750592, 0.9961354722866858, 0.9926683121667277, 0.994174087963861]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,5,1,[0.47550097 0.66459062 0.26694108],[0.46152283 0.65495428 0.17972665],[0.36068738 0.34510086 0.18372067],[0.36174026 0.44817704 0.2131978 ],25,-0.24857702800072767,0.23430925607681274,0.28613437422951005,-0.11183593436988042,0.24296849966049194,0.4386449031632471,"[0.9307299128023077, 0.5292455278644669, 0.9319256648879845, 0.9385987785163439, 0.594381519567025, 0.908992685306026, 0.6456133872790841, 0.9294092508311077, 0.9244397473024274]","[0.92187546590356, 0.5270986415170018, 0.9340086625949247, 0.9344318783220114, 0.5920908538632372, 0.8976483197341825, 0.6471143890918097, 0.9273569144773428, 0.9211336501325508]","[0.9512619547910933, 0.5959223156083997, 0.9454521248432992, 0.9419107333273156, 0.6514132176772398, 0.9016189783590817, 0.6368443310624035, 0.9356663776241864, 0.9299947302352242]","[0.9461123906043537, 0.5023221215192171, 0.9165219053347753, 0.949512605786991, 0.5738308796260592, 0.9511851447304902, 0.6473920910500831, 0.9313972712225895, 0.9318115056000322]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,5,1,[0.58962522 0.4244307  0.26892227],[0.48901425 0.42003755 0.20501981],[0.43916967 0.21472675 0.18763527],[0.4216636  0.2636825  0.14793952],16,-0.3979257510790804,0.47128981351852417,0.008363717295026829,-0.47969105008944757,0.45691272616386414,-0.008264163027043248,"[0.6697183889447027, 0.572535175145108, 0.8601874440810509, 0.39991061440582, 0.8374545172200187, 0.3543713910219065, 0.3773886620042, 0.7862702754386741, 0.7585026835144424]","[0.6755423547425814, 0.5844172893155919, 0.8558705672157403, 0.4076135527011962, 0.8332255327731555, 0.35224525466078505, 0.3741684071508959, 0.7827897630651737, 0.7514049496163517]","[0.6427315742114743, 0.49933096142885713, 0.8653483998515275, 0.3386151600572247, 0.8176512611261966, 0.35501995941347314, 0.4016913352350335, 0.8044841964716182, 0.8021539707956586]","[0.6636528256882647, 0.5504764911521639, 0.8848772778899359, 0.4228597816200121, 0.8823722369097553, 0.3828205450415698, 0.4046372510073631, 0.7951240720732337, 0.7747758402645752]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,5,1,[0.83730748 0.37902097 0.53513333],[0.78385098 0.26754127 0.43909386],[0.70265031 0.19171627 0.41183126],[0.74782596 0.23089269 0.33041419],25,-0.05189913071741762,0.4096086025238037,0.15800200670342013,-0.07599763944527194,0.42013663053512573,0.010960312040635856,"[0.9666545855854399, 0.9669997545124718, 0.9683843341442702, 0.9663460074073531, 0.9654492352390007, 0.9671713487931857, 0.9678811973429858, 0.9666196783229564, 0.9664910090071793]","[0.9666666597780054, 0.9676187579472804, 0.9699381875472788, 0.9659430620128711, 0.96406880805272, 0.9673607109870652, 0.9666315815242064, 0.9684214113424037, 0.9663349955550322]","[0.9614828833446174, 0.9586673181140478, 0.9672336445371177, 0.9693033209387206, 0.9671529040975964, 0.964611698784081, 0.9683832696906218, 0.963393396442357, 0.963169571147574]","[0.96937956907149, 0.9708157061297338, 0.963719694780719, 0.9636387507971405, 0.966494015804297, 0.9672836467379442, 0.9690175020837608, 0.9628540187220964, 0.9681934514790693]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,5,2,[0.31556658 0.27308576 0.7457738 ],[0.34631603 0.27628759 0.68033212],[0.23243412 0.1553536  0.79103523],[0.04884278 0.17447946 0.72774926],25,0.09083137001522427,0.13631105422973633,0.7086997666428021,0.31666415252717744,0.12289431691169739,0.7271122652892463,"[0.9918640315789156, 0.9887690044228137, 0.9919150287412292, 0.9899707184014707, 0.9894227425914233, 0.9879685396620448, 0.9921327553795931, 0.9891781676169107, 0.9904915508574363]","[0.9916913877129403, 0.9895370668312595, 0.9931095808496948, 0.9906395391400171, 0.9915347618235898, 0.9897420146762299, 0.9927825933941135, 0.9896285840803722, 0.9917325756582909]","[0.9929746617655107, 0.9847546542049319, 0.9836209646459279, 0.985229026733605, 0.9809724183694537, 0.980547755412573, 0.9891607924418775, 0.9839273226799927, 0.9831394752407053]","[0.9907909843099081, 0.9884201357816247, 0.994260462138225, 0.9907756630323579, 0.9876248685796936, 0.9867081048037427, 0.9914201276343617, 0.9916661979385568, 0.9916152580213573]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,5,2,[0.07529039 0.39795127 0.01670647],[0.10084201 0.38493152 0.03241097],[0.03659163 0.09442176 0.01462954],[0.10443728 0.41832189 0.02555694],25,-0.2756816757958194,0.28124046325683594,0.2990017787901261,-0.17203830586436453,0.306557297706604,0.27753872297259086,"[0.9307299128023077, 0.5292455278644669, 0.9319256648879845, 0.9385987785163439, 0.594381519567025, 0.908992685306026, 0.6456133872790841, 0.9294092508311077, 0.9244397473024274]","[0.9438857933144191, 0.5198133683410194, 0.9340686642629465, 0.9336882599346846, 0.5862999119770003, 0.9207534861802622, 0.6444857379894762, 0.9295581680941032, 0.9194598143289565]","[0.9363539203876592, 0.49140895235349036, 0.8683730165200731, 0.9558626491094304, 0.5588871505523867, 0.8293391390790978, 0.5945441207364921, 0.9175639540656373, 0.9267617022940053]","[0.8805099830527472, 0.5666855231908816, 0.955763390360674, 0.9438584862431163, 0.6280032432863147, 0.9091779697555614, 0.6669658558366849, 0.9305933901237642, 0.9371946815844936]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,5,2,[0.294738   0.45698358 0.08122502],[0.29726884 0.4458373  0.07638417],[0.18752557 0.15187624 0.07485946],[0.12519927 0.43392806 0.0919826 ],25,-0.5511435128714806,0.48021432757377625,0.09522246708201143,-0.47455498603966495,0.573982298374176,-0.22127053061591462,"[0.6697183889447027, 0.572535175145108, 0.8601874440810509, 0.39991061440582, 0.8374545172200187, 0.3543713910219065, 0.3773886620042, 0.7862702754386741, 0.7585026835144424]","[0.6836748251463975, 0.5901943886071765, 0.8557487082359583, 0.41596219450940786, 0.8285371080202975, 0.34119681201543606, 0.380490183959614, 0.7963280788326335, 0.7645568189707974]","[0.6335418075684874, 0.5226800963724693, 0.875254603326888, 0.40653878551237216, 0.8648564969033152, 0.42323558793979404, 0.41215827496268725, 0.7678872036861223, 0.7547723615391781]","[0.6529749463799916, 0.5574325210674177, 0.8594999711485891, 0.3697048504266625, 0.8466270712092084, 0.3973319135441294, 0.37185575684787014, 0.7567218495353999, 0.7420351722800675]"
