n_components,metric,n_jobs,logdir,algorithm,n_neighbors,steps,min_dist,offset_left,offset_right
n_components,metric,n_jobs,logdir,algorithm,n_neighbors,steps,min_dist,offset_left,offset_right,animal,seed,repeat,all,train,valid,test,knn,valid_total_r2,valid_position_error,valid_position_r2,test_total_r2,test_position_error,test_position_r2,all_run_consistency,train_run_consistency,valid_run_consistency,test_run_consistency
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,5,2,[0.83910708 0.21139234 0.45266184],[0.78509524 0.17853182 0.44141141],[0.835714   0.09645251 0.13786708],[0.73998312 0.14008921 0.18697242],25,0.17933680915387631,0.3507605195045471,0.1533460097977477,0.16237854026242018,0.3798540234565735,0.21243229063374436,"[0.9666545855854399, 0.9669997545124718, 0.9683843341442702, 0.9663460074073531, 0.9654492352390007, 0.9671713487931857, 0.9678811973429858, 0.9666196783229564, 0.9664910090071793]","[0.9632050216952538, 0.9625631466546579, 0.9640028464940134, 0.9618095817196008, 0.9630117579683444, 0.9623377165008746, 0.9638614828192351, 0.9621962196310435, 0.962277018256972]","[0.980558092580481, 0.9841237014336266, 0.9870085633726493, 0.983869109898795, 0.977897294378937, 0.9827683857649548, 0.9816934156032938, 0.9822326967603144, 0.9830651489723559]","[0.9723543079543729, 0.9757975143563864, 0.9752854209092163, 0.9745740490815771, 0.9668303079238392, 0.9796798785446061, 0.9767575509830964, 0.9760980154549975, 0.9742509761562119]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,6,2,[0.52674583 0.19383887 0.77836301],[0.53674877 0.2789564  0.72010476],[0.17860543 0.06207413 0.80271329],[0.21691692 0.17276201 0.74722276],25,0.11826005032927693,0.1294574737548828,0.7211137524232492,0.38252142168589626,0.11991216242313385,0.7311867871560354,"[0.9868522291183197, 0.9908505953242694, 0.9883650036080194, 0.9870316712116061, 0.9906223108662768, 0.9879568814273155, 0.9885520741303332, 0.9894709475006488, 0.992022544319065]","[0.9879205119999913, 0.993210880492764, 0.9896735720529872, 0.9876715180394484, 0.9910787998638779, 0.9897086230487575, 0.9900272450287837, 0.9916970753904373, 0.9944016586703105]","[0.9843251079331061, 0.9791204988245914, 0.9827123280356753, 0.9834862962445131, 0.9847863451564693, 0.9806820139870898, 0.9812252881301623, 0.9805221519468927, 0.984554404746761]","[0.9832831430470163, 0.9907538318170312, 0.9871875502544589, 0.987282582655914, 0.9939882778713832, 0.9867446575287908, 0.9887352178759823, 0.9871919240214267, 0.9876423982469756]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,6,2,[0.54741018 0.14482718 0.3302643 ],[0.54103721 0.16529031 0.31900377],[0.22923038 0.08768992 0.10141847],[0.42727179 0.11724333 0.25656534],25,-0.22912982143420915,0.2960960865020752,0.2302542210645967,-0.1269905410973188,0.2658291459083557,0.35997157136979807,"[0.9187877969921825, 0.4512860138174346, 0.8759724039053622, 0.8917258885269861, 0.5193959576179108, 0.9046847992554622, 0.5876993948509791, 0.8469840318810893, 0.8458057351333079]","[0.9329826565636421, 0.454906450815073, 0.892315531680685, 0.9094191095903055, 0.5261339426654421, 0.9171908831298288, 0.5921508862405056, 0.8617156393426553, 0.8584641419652964]","[0.8589813901670706, 0.3557627714343399, 0.7393785403014481, 0.8067267493771528, 0.417200274636567, 0.8231589605504046, 0.4934718346497631, 0.7409553186190645, 0.7491280460312644]","[0.9015692219520657, 0.4764298499337752, 0.8881709828871841, 0.8752809945798896, 0.5403939296786858, 0.9042862986406909, 0.6108741332707267, 0.8456849075982357, 0.8461717311308202]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,6,2,[0.23951905 0.29318892 0.05764157],[0.2692609  0.21761063 0.04820564],[0.29054346 0.19681602 0.18117032],[0.32995138 0.1976201  0.36784932],16,-0.4536480661549395,0.48456138372421265,0.08376396886794579,-0.45972099015204826,0.5337344408035278,-0.06597730200347485,"[0.44523499426522195, 0.4884362614192557, 0.4023805540994268, 0.48808320247474624, 0.4136090655793244, 0.3836492183138597, 0.617929815350534, 0.38244017706706135, 0.40627993629099546]","[0.44055169658725596, 0.4922276918854247, 0.3998808834479378, 0.5106521684304179, 0.39557216733817413, 0.37814470835460157, 0.6030492511908421, 0.3955865322240122, 0.4030090090316808]","[0.470678962634094, 0.4913625241601693, 0.4441617540304572, 0.48047800676784824, 0.4947618564431435, 0.42653466407338947, 0.6736704436688817, 0.378628621154382, 0.44010296690429734]","[0.45469538141521043, 0.49024605596115667, 0.43177856071120496, 0.42342203551340996, 0.46397333820602227, 0.4174609550610137, 0.6302740340100771, 0.38158886109617507, 0.4309022380551859]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,6,2,[0.84724189 0.30712035 0.33348801],[0.80034509 0.28519007 0.38177329],[0.83023839 0.09843721 0.0454263 ],[0.74789288 0.17038435 0.13309115],25,0.1750988943532654,0.3686949610710144,0.09507151807902459,0.15330706543719888,0.4008258581161499,0.15890615231002236,"[0.9659487392243572, 0.9668468349140127, 0.9676432530328734, 0.9670080705740158, 0.9669920382557532, 0.9671771553426132, 0.9691544561724417, 0.9688103627180644, 0.9689088603738661]","[0.9612477095783878, 0.9620671274328827, 0.9631590969163768, 0.961229318512814, 0.9625044746007099, 0.9623427802264973, 0.9647558701459843, 0.9647681630172718, 0.9643808775186818]","[0.984140231373923, 0.9850895897193583, 0.9869581534471356, 0.9868007422422789, 0.9874018416670534, 0.9827771435823582, 0.9862235535532855, 0.9837668580682509, 0.9863120110008441]","[0.9749043244879403, 0.9765336675283964, 0.9738929558154557, 0.9808557312789881, 0.9729485714357121, 0.9796616876392303, 0.9773571586100278, 0.9770133502961177, 0.9774850768026091]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,6,1,[0.3531974  0.63625649 0.79017516],[0.28808071 0.50771007 0.77413212],[0.27406328 0.52276249 0.6974997 ],[0.27838382 0.62710235 0.75198365],25,0.2643167806921353,0.1265248954296112,0.5896002214623457,0.5719286840056695,0.10285687446594238,0.6778193383401594,"[0.9868522291183197, 0.9908505953242694, 0.9883650036080194, 0.9870316712116061, 0.9906223108662768, 0.9879568814273155, 0.9885520741303332, 0.9894709475006488, 0.992022544319065]","[0.9856331552854323, 0.990008429158431, 0.98755597584483, 0.9876194171562593, 0.9914283291510197, 0.9872237057297274, 0.9886086643854599, 0.9882328227463382, 0.9903266661620691]","[0.9850229357978516, 0.9890424550633827, 0.9877347060629054, 0.9810156296591039, 0.9841581687051806, 0.9863080343004818, 0.9841423067591373, 0.9873985753144922, 0.9934444051695626]","[0.9922710831661421, 0.9949026779217259, 0.9914935830388145, 0.9898282967016435, 0.992990038226057, 0.9916551725720061, 0.9916975971975294, 0.995057555197977, 0.9964136581215903]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,6,1,[0.45446146 0.68319722 0.25766204],[0.4237807  0.56701658 0.17975294],[0.38062032 0.46051345 0.21709344],[0.35188833 0.57184248 0.20886991],16,-0.2488897973734697,0.23965591192245483,0.2955791670207618,-0.18742632741433607,0.25593245029449463,0.4213505610822669,"[0.9187877969921825, 0.4512860138174346, 0.8759724039053622, 0.8917258885269861, 0.5193959576179108, 0.9046847992554622, 0.5876993948509791, 0.8469840318810893, 0.8458057351333079]","[0.90506045702158, 0.43885228421379296, 0.866847495640495, 0.8788406032280018, 0.5047001809269589, 0.8927752147388849, 0.5819855831050661, 0.8333004813265463, 0.8292306454359596]","[0.9231219771862085, 0.5151415884607521, 0.8837278149450538, 0.8835478657323089, 0.5737272128713219, 0.894192659034045, 0.5726832167627189, 0.8462757428983987, 0.8442671125020056]","[0.9597496905954781, 0.46147369373166947, 0.9009571154516642, 0.9370481575629772, 0.5425648127334198, 0.949638361958268, 0.6121732630960113, 0.8905629227545654, 0.8986703560664168]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,6,1,[0.37732847 0.40151317 0.23970603],[0.29815317 0.31335761 0.14319314],[0.4805051  0.3132179  0.39810292],[0.52843384 0.30593171 0.33487773],25,-0.35115368296140614,0.4426395893096924,0.11566815919662776,-0.3986578861539465,0.4328269362449646,0.10707717008819095,"[0.44523499426522195, 0.4884362614192557, 0.4023805540994268, 0.48808320247474624, 0.4136090655793244, 0.3836492183138597, 0.617929815350534, 0.38244017706706135, 0.40627993629099546]","[0.4404002780158934, 0.4886607239409461, 0.39870917265624983, 0.4952128370008739, 0.40782565448531954, 0.3821792437697611, 0.6002191974647988, 0.38476360661572695, 0.40200567404218823]","[0.4536617356657856, 0.45876542317207597, 0.4158402514299829, 0.43646471322484703, 0.4248399751592468, 0.3875102302147498, 0.6719061546838101, 0.3692910811328066, 0.4310485053573504]","[0.48028514387671223, 0.5107368843749347, 0.43412545197557945, 0.4877033709459047, 0.46727156052046465, 0.4019945662026838, 0.6981590393974697, 0.3883113880715809, 0.4417930424225441]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,6,1,[0.85424505 0.35231865 0.26695555],[0.80517608 0.23507456 0.15470594],[0.74491726 0.21328455 0.43072245],[0.78104831 0.20639978 0.40067919],25,-0.06596697371268927,0.45569491386413574,0.13702507771555683,-0.08262224931601059,0.4416060447692871,0.03018584948845482,"[0.9659487392243572, 0.9668468349140127, 0.9676432530328734, 0.9670080705740158, 0.9669920382557532, 0.9671771553426132, 0.9691544561724417, 0.9688103627180644, 0.9689088603738661]","[0.9653811106342877, 0.9682017824913371, 0.9709429237721048, 0.9686000566621525, 0.9674519273087145, 0.9673617458954296, 0.9684720657820618, 0.9684860796887746, 0.9684842578826471]","[0.9684851145507721, 0.9626494938518648, 0.9686589878882621, 0.9644891930920207, 0.9653812398039818, 0.9646542633752806, 0.9695232917183936, 0.9682155192548287, 0.969824023226157]","[0.9634901387391155, 0.965132089950814, 0.9565048158488224, 0.9639729605884066, 0.9657317123335951, 0.9672494525359356, 0.9692980635369819, 0.9693101285217806, 0.9679778685478566]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,7,1,[0.07424286 0.68237428 0.80304801],[0.0452289  0.57397369 0.80838883],[0.26228599 0.47455316 0.63007779],[0.02717218 0.53237509 0.76034223],16,0.13774798586678597,0.16628527641296387,0.46792334099736677,0.3764116442752126,0.13754421472549438,0.606952728387343,"[0.9902995787255648, 0.987791167975876, 0.9913687815484153, 0.9931208983382868, 0.9906078057183196, 0.9921373881317856, 0.9885611306153279, 0.9895953498665924, 0.9909917427983987]","[0.9901436996031183, 0.9881695014598407, 0.9907614024557454, 0.9925283222069772, 0.9899102540654992, 0.9926664219562772, 0.9886338234684362, 0.9892635474395013, 0.9909446269046284]","[0.9847557346329152, 0.9821344552287303, 0.9886213720814829, 0.9902386970254462, 0.9912672458074383, 0.9845217921228115, 0.9840979442186368, 0.9873197230673526, 0.9874248689304617]","[0.9950188430048184, 0.9908295458393328, 0.9953881516305694, 0.9972547724934462, 0.9922764609849155, 0.9961244147897209, 0.9917073851204528, 0.9924199253163799, 0.9940194599872039]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,7,1,[0.0619043  0.1364882  0.10927808],[0.03960967 0.18469477 0.0633278 ],[0.29007558 0.17340009 0.40889343],[0.02581682 0.04953927 0.04690614],16,0.07895019981329184,0.2077215313911438,0.27193837224756945,0.06413306867372981,0.2383158802986145,0.4117213707726497,"[0.6020951905423055, 0.474938680838307, 0.7696054974907179, 0.7265656213582078, 0.4286174938399321, 0.6677803515937708, 0.5865990344607475, 0.7937300220113679, 0.8205728899066197]","[0.5971492319192507, 0.47760245981531907, 0.777145177322601, 0.7221057779093691, 0.43438022586008246, 0.6681898302583242, 0.5818615398424865, 0.7948566233163894, 0.8170326285701401]","[0.6008014916240609, 0.5038991435472988, 0.7569732337912449, 0.7200451802390418, 0.44777176466759955, 0.6522959819540184, 0.5680674843120979, 0.7745972426886117, 0.8068162987084975]","[0.6166441768110549, 0.45314197075113066, 0.7549083113554339, 0.7444931333862339, 0.403026593793994, 0.6755919593584157, 0.6104949576374396, 0.8020187299898325, 0.8394702698682976]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,7,1,[0.55059121 0.07164796 0.46488053],[0.43562293 0.07108132 0.29174732],[0.5107261  0.17281958 0.36643028],[0.52299864 0.01681805 0.27076146],16,-0.4553904423302367,0.49588149785995483,-0.007224484145487597,-0.5055870182806378,0.469494104385376,-0.011306851081613,"[0.5118915431904567, 0.41847182600957944, 0.37055533506017274, 0.47069954072595915, 0.410075093507775, 0.34678725265438626, 0.6247906390582991, 0.3816240882066213, 0.44053689267251056]","[0.5122342651613838, 0.41903508313991517, 0.3712139028604663, 0.4789319848442369, 0.40847722559090455, 0.3486467057908127, 0.6082234278042997, 0.381104063956891, 0.43864052791676045]","[0.5160358135017049, 0.41602877770710683, 0.3743423158707454, 0.4384113037472964, 0.42118362916851754, 0.34347057537135756, 0.6782957216364229, 0.37524506476002956, 0.4367689929877782]","[0.5134336204245741, 0.42032614509022675, 0.38246816687624446, 0.4492376205326736, 0.43876136297908347, 0.35114185841925244, 0.6996607067823661, 0.399193952000157, 0.4811210751565403]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,7,1,[0.86345505 0.13216004 0.52362387],[0.86032661 0.08332241 0.38873409],[0.69545313 0.30442623 0.40174799],[0.62959752 0.10893598 0.34468973],16,-0.0673504376364545,0.44129234552383423,0.12108213040744009,-0.12463344620590007,0.4334311783313751,0.009103191482602191,"[0.9705164766854023, 0.9684105973576933, 0.9682483830593102, 0.970317740343319, 0.970766311109568, 0.9677756778745372, 0.9690031606685745, 0.9723272191228041, 0.9695020105784778]","[0.9693874101054871, 0.9679974695327382, 0.968539392694937, 0.9696723589213471, 0.9697088376458054, 0.9665238456857906, 0.9683176471297938, 0.9716196171602364, 0.9677125209472675]","[0.9734534135561673, 0.9667939575571278, 0.9729229682638987, 0.9704016151702385, 0.9727324954465247, 0.968274101333082, 0.9693424913350315, 0.9724219939904204, 0.9728338744437306]","[0.9696588505143314, 0.9694315039741925, 0.9623020732090672, 0.9710245593881859, 0.9707224036201587, 0.9690745810651545, 0.9692617904224998, 0.9733249135318842, 0.9702891771529185]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,7,0,[0.52674583 0.19383887 0.77836301],[0.44459959 0.08876374 0.79912706],[0.26260773 0.12307111 0.57584395],[0.32330938 0.41642221 0.51663316],25,0.3944068927995317,0.1107763722538948,0.6529105202928807,0.5170340181310907,0.10730189085006714,0.7600660329933183,"[0.9902995787255648, 0.987791167975876, 0.9913687815484153, 0.9931208983382868, 0.9906078057183196, 0.9921373881317856, 0.9885611306153279, 0.9895953498665924, 0.9909917427983987]","[0.9893412484422432, 0.9865820155293996, 0.9902539686415626, 0.9923132926587512, 0.9893626585642084, 0.9908565690591102, 0.9868682880488654, 0.988862718321904, 0.9905142274472585]","[0.98454760655852, 0.9855113227849392, 0.9899348437941682, 0.9929885509894265, 0.989630472151712, 0.9907909117009013, 0.9901335907223583, 0.9870820050818803, 0.9874769904565219]","[0.9970762241960761, 0.9930818228760303, 0.9957140071348027, 0.9955652974017349, 0.9951244404428692, 0.9969927467720788, 0.9927655221281703, 0.9934964065149418, 0.9948415954477139]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,7,0,[0.54741018 0.14482718 0.3302643 ],[0.53023329 0.07803565 0.36990072],[0.2977608  0.0507209  0.12095392],[0.52892213 0.30108663 0.28719099],25,-0.3197648618209779,0.28018826246261597,0.17711648681790326,-0.28398400801039947,0.3103756904602051,0.13776214035411494,"[0.6020951905423055, 0.474938680838307, 0.7696054974907179, 0.7265656213582078, 0.4286174938399321, 0.6677803515937708, 0.5865990344607475, 0.7937300220113679, 0.8205728899066197]","[0.5967847155942981, 0.4784919785781052, 0.7697101700053862, 0.7304335853505184, 0.42490617017578436, 0.6659327823268179, 0.5831445086339972, 0.7905805395170775, 0.8266473689372078]","[0.6389554419884388, 0.4257210516641185, 0.7678136083058666, 0.7426025752094727, 0.3932309522988337, 0.6750327607934439, 0.614728608672791, 0.8012386487406873, 0.8338139706005392]","[0.5859562091442958, 0.4959769113165534, 0.7671583853239066, 0.6970066925603744, 0.4631217005690735, 0.6633893129657437, 0.5661410792836415, 0.7959803938608834, 0.78814743840922]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,7,0,[0.23951905 0.29318892 0.05764157],[0.33979593 0.34473738 0.22908968],[0.22663854 0.18578897 0.05202668],[0.44352037 0.20073534 0.1726351 ],25,-0.5856999833906799,0.48313307762145996,0.04712876172416969,-0.5796945943900548,0.5004221796989441,-0.13554552239223283,"[0.5118915431904567, 0.41847182600957944, 0.37055533506017274, 0.47069954072595915, 0.410075093507775, 0.34678725265438626, 0.6247906390582991, 0.3816240882066213, 0.44053689267251056]","[0.5044147418921886, 0.4148508531569511, 0.3845969039986682, 0.42217694156253577, 0.4350314049085997, 0.3598266369071524, 0.662334099658688, 0.39387657756094346, 0.471171489582715]","[0.581865082309818, 0.4770097985633317, 0.4484594661665663, 0.5098068615180122, 0.48536696669048207, 0.4045294508159073, 0.6767151979473731, 0.4008752581185827, 0.4857466760210198]","[0.5241822510694866, 0.42462214653975955, 0.3745123792202353, 0.5069432001644494, 0.39305444582663296, 0.3505121144514009, 0.5421868339078066, 0.3862103645764519, 0.4461641611153791]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,7,0,[0.84724189 0.30712035 0.33348801],[0.85574645 0.26783956 0.24278945],[0.59507451 0.02453177 0.20948558],[0.55258862 0.21289263 0.30977632],16,-0.20158298330685268,0.43540704250335693,-0.07502420624763517,0.00037538221099527497,0.3877633213996887,0.07152476445801492,"[0.9705164766854023, 0.9684105973576933, 0.9682483830593102, 0.970317740343319, 0.970766311109568, 0.9677756778745372, 0.9690031606685745, 0.9723272191228041, 0.9695020105784778]","[0.9761771402319515, 0.9735519178455598, 0.9726826779496072, 0.974746660195803, 0.9755283888828064, 0.9731609527805313, 0.9744084989195814, 0.9764657227353721, 0.9753556173834996]","[0.959311725078994, 0.9581369842356104, 0.9561375122751166, 0.9549334930067915, 0.9529945664749164, 0.9499722467070866, 0.9523663820579229, 0.9594894713055628, 0.9563271881030311]","[0.958224989865399, 0.9564277483300689, 0.9593764780610734, 0.9635002498949836, 0.9646440317517314, 0.9590436415479149, 0.9597665436598692, 0.9655624949710755, 0.9569888766199384]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,7,2,[0.6594741  0.59685964 0.79034029],[0.6091832  0.48445855 0.73184609],[0.20314385 0.60450705 0.81244871],[0.35086848 0.67770781 0.724858  ],9,0.05837741820351124,0.14452576637268066,0.6951843774013139,0.257625438520013,0.13450704514980316,0.6823890029665654,"[0.9902995787255648, 0.987791167975876, 0.9913687815484153, 0.9931208983382868, 0.9906078057183196, 0.9921373881317856, 0.9885611306153279, 0.9895953498665924, 0.9909917427983987]","[0.9912411120589752, 0.9884884485117247, 0.9928935133097665, 0.9943647439315197, 0.9923522135564526, 0.9927785244703452, 0.9900319125011948, 0.9905087038553797, 0.9914574344533327]","[0.9846665285038279, 0.9836388214277689, 0.9828227957149871, 0.9849346141475215, 0.9815422590183047, 0.9891914726948445, 0.9811878139750312, 0.9851703245446102, 0.9898712191950381]","[0.9907368741160878, 0.9878739298990964, 0.9922480688637902, 0.9951845698144567, 0.9910648324936138, 0.9914258607401131, 0.9887206417095409, 0.9889633265852511, 0.9895731874037255]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,7,2,[0.40262439 0.59886537 0.23187922],[0.4145277  0.4556743  0.23978549],[0.11683371 0.25697785 0.03267668],[0.29591053 0.51012749 0.17896605],25,-0.2697483269440952,0.26644933223724365,0.3168018254067264,-0.030359172267889683,0.22608551383018494,0.4507373262021148,"[0.6020951905423055, 0.474938680838307, 0.7696054974907179, 0.7265656213582078, 0.4286174938399321, 0.6677803515937708, 0.5865990344607475, 0.7937300220113679, 0.8205728899066197]","[0.6101401087386976, 0.46915656508307674, 0.7611800446315513, 0.7258505482410029, 0.426702964486578, 0.6676011139238806, 0.5926063461647069, 0.794673972567061, 0.8174705731277245]","[0.5329122829382897, 0.4468680403789437, 0.7898476510027475, 0.6822445303880389, 0.4135703291041884, 0.6278230153525813, 0.4975329835084259, 0.7539444528182389, 0.7813410689241536]","[0.60653157784567, 0.5164588966063418, 0.784772200665051, 0.7461055036695158, 0.456568692888369, 0.6830049647915408, 0.601737690582341, 0.8072395273506991, 0.8488786509014754]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,7,2,[0.47319559 0.56004681 0.3053992 ],[0.31423356 0.40240541 0.13860442],[0.49653012 0.166227   0.33064786],[0.66780927 0.51474484 0.62274644],25,-0.47961956964102165,0.5576010942459106,0.026112447589884735,-0.36297189409554326,0.625842809677124,-0.13975837593908302,"[0.5118915431904567, 0.41847182600957944, 0.37055533506017274, 0.47069954072595915, 0.410075093507775, 0.34678725265438626, 0.6247906390582991, 0.3816240882066213, 0.44053689267251056]","[0.5249998527427735, 0.42927727401969457, 0.3747771284949334, 0.4994930839484271, 0.4081192580334241, 0.3481296899763724, 0.6153067896132067, 0.3885729984628948, 0.4400871311966268]","[0.5112854616485439, 0.41427916436351786, 0.39011281928384905, 0.4302511751675702, 0.4483955944600007, 0.37048949280944177, 0.6737608458445706, 0.4082451944596159, 0.4979954154824817]","[0.49172451641766357, 0.4197485812777125, 0.3951138355796631, 0.40541465485453176, 0.43550876358513807, 0.3725257293718429, 0.6320647214018251, 0.4010982275760925, 0.46990914042456255]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,7,2,[0.86621286 0.28228332 0.36953824],[0.82679214 0.28656754 0.20134537],[0.84611997 0.03951005 0.43099468],[0.72734957 0.23342842 0.668735  ],25,0.1520312381947785,0.3729609549045563,0.09213872738796391,0.15363533500850313,0.40132445096969604,0.1598909610228656,"[0.9705164766854023, 0.9684105973576933, 0.9682483830593102, 0.970317740343319, 0.970766311109568, 0.9677756778745372, 0.9690031606685745, 0.9723272191228041, 0.9695020105784778]","[0.9662422382454801, 0.9640065658565085, 0.9639555166779612, 0.9667720014294237, 0.9672391711464658, 0.9637723919227202, 0.9645868518039504, 0.9690979966881716, 0.9655970762850123]","[0.9874357095337607, 0.9843470684201521, 0.9861813755775142, 0.9853642297485425, 0.9862503247660119, 0.9814941651799207, 0.986055774432741, 0.9834097402549147, 0.9828802706113291]","[0.9783607124018827, 0.9782311895204563, 0.9757733345418063, 0.975807614146287, 0.9758917799293694, 0.9767664778267957, 0.9774167367056799, 0.9798980824552073, 0.9789516519903646]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,0,8,2,[0.4243783  0.56948762 0.76006836],[0.42496276 0.4032865  0.69182504],[0.10022488 0.4969252  0.79414845],[0.18716926 0.78908478 0.70257284],25,0.16620803464974018,0.13322190940380096,0.715897321048881,0.3468420596674949,0.12257669866085052,0.6954371748046595,"[0.9895371676674021, 0.990269974171339, 0.9921712928298434, 0.9889684251503087, 0.9912759580369389, 0.989147876624672, 0.9894674360130037, 0.9895846417712002, 0.9925013183250249]","[0.9907375671279481, 0.991853533920708, 0.9920795897012897, 0.9904516599186206, 0.99262272709476, 0.9896250458105071, 0.9917125285763493, 0.9905295510282134, 0.9945087712584104]","[0.9824460257553411, 0.98501764576743, 0.9901449249172087, 0.9806985556675873, 0.9859115147925367, 0.9838790615337054, 0.9804639909998996, 0.9850929185694898, 0.9821708902700437]","[0.9904940107246669, 0.9873832164002114, 0.9943209504429291, 0.9900082313027627, 0.9892952437739315, 0.9915775738038599, 0.9871711059048882, 0.9889454228905387, 0.9930206224368352]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,1,8,2,[0.49108872 0.55893655 0.31962985],[0.48515415 0.40511327 0.32086613],[0.1323759  0.17930879 0.04764464],[0.37347973 0.44700997 0.23709467],25,-0.1767525485285697,0.33438706398010254,0.13432510732597092,-0.09212641094656282,0.2899748682975769,0.3357162046939365,"[0.8855946849490599, 0.5888969231388135, 0.9490870365243106, 0.9489592828752781, 0.6173751845090676, 0.9276682080612046, 0.8533348156780909, 0.7620857081518271, 0.9680652525549489]","[0.9015900574296896, 0.5785465231561002, 0.9518169669184142, 0.9437898315851835, 0.6099068620569579, 0.927976961463622, 0.8656016955740488, 0.7615536511447392, 0.9627270001029706]","[0.8398509485320886, 0.5686870888224502, 0.8910653160400998, 0.9595135072743639, 0.5906613240034835, 0.9144003344786585, 0.7540281762438821, 0.7247693367364576, 0.9859358924195956]","[0.8437406325392567, 0.6252846823484237, 0.9685769958749473, 0.9585197707982895, 0.6493040630985598, 0.929067727831308, 0.8550458956211631, 0.7772925481690596, 0.976583791061542]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,2,8,2,[0.26799101 0.43982999 0.2076988 ],[0.13384816 0.31352119 0.09057474],[0.4174881  0.11198225 0.2624326 ],[0.74666991 0.22055438 0.67683628],25,-0.498346174246089,0.5465320944786072,0.03198803827660279,-0.33460921396557786,0.6169117093086243,-0.11710032027254313,"[0.6474086632303002, 0.6863261448600229, 0.818103582829524, 0.5030110705441064, 0.7564256101671956, 0.7951640318260536, 0.3559819853551966, 0.4134316519339859, 0.8333782768783478]","[0.6734997871093212, 0.7035309209512978, 0.8292718201011304, 0.5194416530378089, 0.7620755977674668, 0.8049164974699102, 0.3635856774744083, 0.4166242903690672, 0.8286128276203092]","[0.5984410015033661, 0.6251044832199205, 0.7985369205194023, 0.49340424571611685, 0.7473803480943956, 0.7768295906452114, 0.3592706411970548, 0.464355957625206, 0.8595341024577847]","[0.6042243412698554, 0.6690064526677602, 0.7893495606281593, 0.4795560093516998, 0.7391948119139506, 0.7668204205563903, 0.35437150587419913, 0.4140171771924296, 0.8350269834091918]"
2,cosine,-1,/logs,umap,24,-1,0.0001,5,5,3,8,2,[0.84320999 0.24720874 0.20504636],[0.78135961 0.23733899 0.07380181],[0.84213898 0.0635714  0.31146287],[0.71555853 0.17144962 0.66426463],25,0.17768627161010717,0.3526569604873657,0.17738759998496767,0.1709232896863465,0.3672492504119873,0.22679009007299555,"[0.9686206249505749, 0.9707735956871824, 0.9681295512196888, 0.9724547984961277, 0.972332603133246, 0.9664959964230986, 0.9682734121065981, 0.9721609631083296, 0.97201727885527]","[0.9652908275480273, 0.9668983300229743, 0.9644588740852537, 0.9701785621107668, 0.9696109830329285, 0.9621008735975449, 0.96416727502563, 0.9689351463294964, 0.9677050744921509]","[0.9840391523861323, 0.9870634129533262, 0.9837479316532078, 0.9857507873563458, 0.9870499034041529, 0.9820110112951074, 0.9830551927205777, 0.9830746263196699, 0.9867706799155831]","[0.9716086472702811, 0.9768254191605196, 0.9735358519493339, 0.9712633604882985, 0.9728007173945813, 0.976055347419398, 0.9770154383079921, 0.9799101476961174, 0.9830090216864169]"
